cell	x	y	cluster
-18288.WT_25	3177.6153846153848	1233.3846153846157	c2
-18265.WT_25	3342.318181818182	1223.0454545454545	c0
-18260.WT_25	1418.029411764706	1342.764705882353	c6
-18259.WT_25	1540.6290322580646	1335.532258064516	c6
-18255.WT_25	4549.894736842105	1146.421052631579	c9
-18250.WT_25	1549.673076923077	1333.423076923077	c6
-18248.WT_25	3244.8888888888887	1227.9444444444443	c16
-18232.WT_25	1095.7368421052631	1359.842105263158	c6
-18219.WT_25	3998.8	1179.95	c4
-18218.WT_25	4382.692307692308	1153.3846153846157	c11
-18207.WT_25	3353.810810810811	1222.5945945945946	c8
-18200.WT_25	1109.9333333333334	1355.3666666666666	c6
-18199.WT_25	1119.6875	1355.28125	c3
-18195.WT_25	1524.0232558139537	1329.2790697674418	c6
-18192.WT_25	1778.3181818181818	1312.840909090909	c4
-18187.WT_25	3220.0	1225.3333333333333	c8
-18185.WT_25	3383.333333333333	1212.0666666666666	c8
-18184.WT_25	3390.333333333333	1211.3333333333333	c8
-18183.WT_25	3836.619047619048	1187.6122448979593	c23
-18182.WT_25	3848.351145038168	1187.0992366412213	c23
-18179.WT_25	4558.032258064516	1141.5806451612902	c9
-18178.WT_25	4574.833333333333	1137.9166666666667	c9
-18048.WT_25	978.1739130434784	1357.608695652174	c6
-18047.WT_25	1109.21875	1350.53125	c6
-18036.WT_25	4733.111111111111	1122.888888888889	c17
-18026.WT_25	2880.692307692308	1238.076923076923	c29
-18021.WT_25	1520.4242424242425	1323.8484848484848	c2
-18020.WT_25	1777.016393442623	1307.327868852459	c4
-18002.WT_25	1511.75	1322.1607142857142	c10
-18001.WT_25	2428.222222222222	1265.3333333333333	c29
-17999.WT_25	3858.0	1171.888888888889	c23
-17997.WT_25	4397.333333333333	1142.7142857142858	c9
-17991.WT_25	1445.8076923076924	1324.3846153846157	c21
-17987.WT_25	2451.090909090909	1260.0	c29
-17986.WT_25	3163.777777777778	1212.6666666666667	c19
-17985.WT_25	4106.069767441861	1157.9302325581396	c4
-17984.WT_25	4390.75	1138.7083333333333	c9
-17977.WT_25	4663.6	1121.2	c2
-17974.WT_25	836.8461538461538	1359.7307692307693	c33
-17971.WT_25	1049.2857142857142	1345.0	c3
-17964.WT_25	1480.475	1318.3	c10
-17962.WT_25	1768.5076923076922	1305.0	c4
-17961.WT_25	2433.809523809524	1261.142857142857	c29
-17960.WT_25	2783.1	1239.9	c29
-17959.WT_25	3018.833333333333	1220.1666666666667	c0
-17957.WT_25	3392.0	1203.121212121212	c8
-17956.WT_25	3400.6666666666665	1201.888888888889	c16
-17952.WT_25	3825.142857142857	1172.0	c23
-17951.WT_25	3836.547826086956	1176.6260869565217	c23
-17950.WT_25	3846.640625	1175.703125	c23
-17948.WT_25	4114.523809523809	1156.547619047619	c13
-17943.WT_25	4503.453125	1131.09375	c8
-17941.WT_25	4570.9375	1130.5	c9
-17813.WT_25	3768.1666666666665	1168.0	c8
-17809.WT_25	849.0277777777778	1352.888888888889	c22
-17808.WT_25	3703.086956521739	1173.1304347826087	c0
-17796.WT_25	3016.121951219512	1216.658536585366	c19
-17786.WT_25	841.4137931034483	1351.448275862069	c14
-17782.WT_25	4497.27027027027	1122.3243243243244	c0
-17780.WT_25	5161.418604651163	1081.8837209302326	c8
-17774.WT_25	4517.133333333333	1121.5	c9
-17761.WT_25	4506.232	1121.392	c9
-17745.WT_25	1038.0980392156862	1333.3333333333333	c0
-17744.WT_25	1053.3235294117646	1332.9264705882354	c6
-17741.WT_25	1257.9710144927535	1323.1014492753625	c10
-17738.WT_25	1480.5940594059407	1308.4356435643565	c10
-17736.WT_25	1792.4666666666667	1285.4	c4
-17735.WT_25	2304.3508771929824	1254.7719298245613	c29
-17734.WT_25	2863.135135135135	1219.162162162162	c29
-17732.WT_25	3244.214285714286	1193.571428571429	c2
-17731.WT_25	3281.3888888888887	1191.861111111111	c2
-17730.WT_25	3390.428571428572	1190.5454545454545	c5
-17729.WT_25	3400.1388888888887	1191.0	c19
-17726.WT_25	3846.6666666666665	1163.5555555555557	c23
-17603.WT_25	3072.5	1200.0	c29
-17601.WT_25	3283.020833333333	1187.0625	c19
-17579.WT_25	3753.2	1152.6	c0
-17572.WT_25	3851.1	1146.6	c2
-17563.WT_25	3903.5	1146.2894736842106	c4
-17556.WT_25	1472.0	1298.2631578947369	c10
-17547.WT_25	1453.1025641025642	1300.1538461538462	c6
-17546.WT_25	2416.333333333333	1234.5	c14
-17545.WT_25	3659.5625	1159.5	c7
-17544.WT_25	1483.3551401869158	1297.8504672897195	c21
-17543.WT_25	3807.727272727273	1147.1818181818182	c23
-17539.WT_25	1041.3030303030305	1325.7121212121212	c6
-17537.WT_25	2292.0	1242.675	c29
-17525.WT_25	1049.5288461538462	1323.1346153846157	c9
-17522.WT_25	1491.5416666666667	1292.875	c10
-17521.WT_25	1567.1304347826087	1287.5217391304348	c2
-17519.WT_25	2298.076923076923	1246.7948717948718	c29
-17517.WT_25	2412.40625	1233.03125	c29
-17516.WT_25	3229.662162162162	1186.3243243243244	c35
-17515.WT_25	3241.8208092485547	1185.3757225433526	c35
-17514.WT_25	3249.0	1181.0	c2
-17513.WT_25	3698.264705882353	1154.764705882353	c0
-17511.WT_25	3916.857142857143	1140.7142857142858	c4
-17510.WT_25	3921.909090909091	1138.2727272727273	c4
-17503.WT_25	4787.097902097902	1088.5174825174824	c8
-17502.WT_25	4797.65	1083.775	c9
-17497.WT_25	5364.805555555556	1049.9722222222222	c16
-17404.WT_25	3693.5	1150.0	c0
-17370.WT_25	2406.9310344827586	1228.655172413793	c29
-17366.WT_25	3231.305555555556	1176.638888888889	c2
-17363.WT_25	4419.892857142857	1102.75	c2
-17358.WT_25	4798.083333333333	1078.8958333333333	c8
-17354.WT_25	1518.7777777777778	1281.962962962963	c10
-17352.WT_25	3240.58024691358	1175.716049382716	c35
-17347.WT_25	5124.257142857143	1057.2	c9
-17337.WT_25	3924.969072164949	1131.4639175257732	c4
-17327.WT_25	1647.03125	1273.25	c12
-17326.WT_25	5368.821428571428	1041.571428571429	c5
-17325.WT_25	5372.46875	1039.375	c5
-17315.WT_25	1049.3287671232877	1310.4657534246576	c26
-17305.WT_25	1722.9444444444443	1266.7777777777778	c9
-17302.WT_25	4786.190082644628	1076.785123966942	c8
-17283.WT_25	1653.7313432835822	1268.313432835821	c12
-17276.WT_25	3917.0	1128.857142857143	c4
-17275.WT_25	4370.5	1096.7916666666667	c13
-17273.WT_25	4450.833333333333	1094.4473684210527	c7
-17268.WT_25	5174.641509433963	1046.4905660377358	c8
-17267.WT_25	5184.9375	1045.0	c5
-17179.WT_25	4370.181818181818	1093.090909090909	c2
-17157.WT_25	4028.090909090909	1111.8181818181818	c4
-17139.WT_25	4024.8	1110.3	c4
-17134.WT_25	4787.0	1063.388888888889	c8
-17133.WT_25	5134.563636363637	1042.4363636363637	c2
-17123.WT_25	1798.5	1249.8	c32
-17121.WT_25	2048.25	1232.5	c8
-17115.WT_25	4667.55	1070.85	c8
-17111.WT_25	845.7333333333333	1306.7333333333331	c3
-17103.WT_25	1865.090909090909	1242.8181818181818	c5
-17095.WT_25	1175.5806451612902	1288.548387096774	c23
-17086.WT_25	795.1692307692308	1311.7076923076922	c22
-17085.WT_25	993.2903225806452	1295.8387096774193	c6
-17075.WT_25	1950.6153846153843	1238.6153846153843	c5
-17074.WT_25	1992.0833333333333	1233.1666666666667	c5
-17072.WT_25	2281.5	1213.5	c29
-17067.WT_25	3280.203703703704	1155.4814814814815	c19
-17064.WT_25	3499.454545454545	1139.4242424242425	c12
-17063.WT_25	3508.735294117647	1140.3161764705883	c8
-17062.WT_25	3518.2093023255816	1138.7441860465117	c0
-17059.WT_25	3941.272727272728	1110.3636363636365	c13
-17058.WT_25	4082.352941176471	1102.764705882353	c23
-17055.WT_25	4450.489583333333	1085.8020833333333	c13
-17053.WT_25	5163.386363636364	1037.965909090909	c2
-17052.WT_25	5175.164772727273	1037.8011363636365	c5
-17051.WT_25	5184.089285714285	1038.303571428571	c5
-16915.WT_25	3120.285714285714	1154.571428571429	c19
-16903.WT_25	2097.4	1219.45	c8
-16875.WT_25	1764.7837837837835	1235.5135135135135	c8
-16859.WT_25	1253.4761904761904	1265.952380952381	c10
-16857.WT_25	1495.4642857142858	1251.392857142857	c10
-16853.WT_25	1771.5625	1232.125	c2
-16852.WT_25	1979.5263157894735	1219.578947368421	c8
-16851.WT_25	2365.470588235294	1197.0588235294117	c29
-16849.WT_25	3509.884210526316	1131.0631578947368	c8
-16848.WT_25	3518.866666666667	1126.1	c8
-16846.WT_25	3656.072727272727	1119.581818181818	c8
-16840.WT_25	4390.545454545455	1071.0	c9
-16836.WT_25	5012.125	1032.8125	c16
-16833.WT_25	5177.8	1023.3272727272728	c2
-16831.WT_25	5254.1612903225805	1015.0	c5
-16830.WT_25	5270.247058823529	1015.964705882353	c8
-16829.WT_25	5279.894230769231	1016.2692307692308	c8
-16724.WT_25	1776.0	1228.3	c32
-16702.WT_25	1611.9333333333334	1237.9333333333334	c2
-16696.WT_25	3655.5625	1108.0	c8
-16689.WT_25	3913.222222222222	1090.2222222222222	c4
-16688.WT_25	4257.896551724138	1069.9655172413793	c7
-16679.WT_25	1398.571428571429	1246.357142857143	c12
-16673.WT_25	1300.3125	1251.875	c2
-16653.WT_25	634.265625	1292.125	c30
-16650.WT_25	809.4444444444445	1280.8333333333333	c3
-16647.WT_25	980.878787878788	1269.939393939394	c6
-16641.WT_25	1294.5384615384614	1250.2307692307693	c2
-16634.WT_25	1822.7894736842104	1216.2631578947369	c23
-16626.WT_25	3457.3783783783783	1114.3783783783783	c2
-16625.WT_25	3467.3509933774835	1116.6953642384103	c2
-16624.WT_25	3476.454545454545	1117.090909090909	c8
-16623.WT_25	3522.3783783783783	1113.6576576576576	c8
-16620.WT_25	4331.5	1061.2631578947369	c9
-16616.WT_25	4604.92	1041.68	c2
-16607.WT_25	5242.718446601942	1005.5242718446602	c5
-16606.WT_25	5253.994413407821	1005.7374301675976	c5
-16605.WT_25	5267.3050847457625	1005.0790960451976	c5
-16604.WT_25	5277.722222222223	1003.0555555555557	c5
-16515.WT_25	3425.333333333333	1112.3333333333333	c8
-16489.WT_25	3521.3695652173915	1105.2173913043478	c0
-16486.WT_25	5265.377777777778	996.3777777777776	c8
-16478.WT_25	4800.518518518518	1024.3333333333333	c5
-16470.WT_25	5253.441860465116	995.8488372093024	c5
-16467.WT_25	1408.08	1236.2	c10
-16466.WT_25	1449.1304347826087	1233.1739130434785	c10
-16463.WT_25	2134.5882352941176	1190.6764705882354	c32
-16453.WT_25	3456.7441860465115	1108.0	c19
-16435.WT_25	3306.3529411764707	1113.5882352941176	c19
-16426.WT_25	1100.1142857142856	1250.571428571429	c6
-16424.WT_25	1815.575	1210.375	c8
-16422.WT_25	5121.805555555556	998.9444444444443	c5
-16419.WT_25	1980.058823529412	1195.764705882353	c0
-16407.WT_25	1718.9130434782608	1209.9565217391305	c9
-16406.WT_25	1729.4	1208.6666666666667	c13
-16404.WT_25	1985.6458333333333	1198.4583333333333	c23
-16402.WT_25	2622.535714285714	1153.678571428571	c19
-16400.WT_25	3466.300578034682	1104.543352601156	c35
-16399.WT_25	3474.1	1100.5	c35
-16397.WT_25	4329.079365079365	1051.857142857143	c13
-16394.WT_25	4599.970588235294	1033.3529411764705	c2
-16393.WT_25	4607.963855421687	1032.4096385542168	c2
-16392.WT_25	4616.322580645161	1030.6129032258063	c9
-16390.WT_25	5067.4	1003.0666666666668	c5
-16389.WT_25	5074.644444444444	1000.8666666666668	c5
-16388.WT_25	5132.669172932331	1000.9097744360902	c8
-16387.WT_25	5144.272727272727	997.6280991735536	c16
-16386.WT_25	5158.32967032967	997.5494505494504	c33
-16298.WT_25	3466.6	1096.4	c35
-16292.WT_25	5065.676470588235	996.029411764706	c8
-16288.WT_25	2523.8571428571427	1154.428571428571	c19
-16275.WT_25	3751.6666666666665	1077.3333333333333	c0
-16261.WT_25	1062.1538461538462	1242.7692307692307	c6
-16256.WT_25	3435.5714285714284	1094.7619047619048	c2
-16240.WT_25	1720.357142857143	1203.178571428571	c8
-16238.WT_25	2942.0975609756097	1125.341463414634	c19
-16230.WT_25	2584.4	1145.4	c2
-16209.WT_25	4458.7	1028.95	c9
-16198.WT_25	2279.75	1162.375	c29
-16197.WT_25	2616.7391304347825	1146.5652173913045	c19
-16192.WT_25	590.5769230769231	1265.9615384615386	c30
-16189.WT_25	927.1	1244.8	c6
-16180.WT_25	3116.5	1106.8	c19
-16175.WT_25	4606.644171779141	1020.0122699386504	c22
-16172.WT_25	5132.848101265823	985.2784810126582	c22
-16171.WT_25	5144.136363636364	986.525974025974	c22
-16076.WT_25	3454.4	1082.0	c0
-16063.WT_25	592.7777777777778	1261.2222222222222	c27
-16047.WT_25	4926.964285714285	988.6428571428572	c5
-16043.WT_25	1303.1851851851852	1215.4074074074074	c6
-16039.WT_25	4903.84705882353	989.0941176470589	c8
-16035.WT_25	5140.2040816326535	975.1020408163264	c16
-16033.WT_25	2063.928571428572	1163.5	c5
-16022.WT_25	4912.55	984.9	c5
-16021.WT_25	1748.0	1184.125	c8
-16011.WT_25	3414.833333333333	1077.0	c35
-16000.WT_25	1385.1666666666667	1207.4583333333333	c6
-15996.WT_25	1715.0	1182.4	c5
-15993.WT_25	2136.9444444444443	1156.6666666666667	c23
-15991.WT_25	2660.5454545454545	1125.8181818181818	c19
-15990.WT_25	2715.709677419354	1120.0	c19
-15988.WT_25	3048.184210526316	1101.2456140350878	c19
-15987.WT_25	3061.134020618557	1100.0618556701031	c19
-15986.WT_25	3070.939393939394	1100.5757575757575	c19
-15985.WT_25	3103.6666666666665	1102.3333333333333	c19
-15984.WT_25	3115.685950413223	1098.7520661157023	c19
-15983.WT_25	3127.6929824561403	1096.157894736842	c19
-15975.WT_25	3734.133333333333	1062.6	c4
-15973.WT_25	3830.744680851064	1051.4255319148936	c5
-15972.WT_25	3838.1641791044776	1051.8955223880596	c8
-15967.WT_25	4512.484848484848	1008.6666666666666	c16
-15964.WT_25	4758.777777777777	991.8888888888888	c8
-15963.WT_25	4766.411764705882	993.470588235294	c8
-15962.WT_25	5106.857142857143	969.7142857142856	c8
-15850.WT_25	1390.5384615384614	1198.7692307692307	c2
-15845.WT_25	3880.0	1041.7	c0
-15841.WT_25	3070.5	1093.5	c19
-15833.WT_25	3097.222222222222	1090.7777777777778	c19
-15817.WT_25	3036.8636363636365	1093.9545454545455	c19
-15797.WT_25	3640.285714285714	1051.2857142857142	c8
-15796.WT_25	3827.787878787879	1045.6060606060605	c8
-15786.WT_25	3672.733333333333	1050.1333333333334	c8
-15774.WT_25	3136.3888888888887	1087.0277777777778	c19
-15767.WT_25	791.5360824742268	1232.2680412371135	c7
-15764.WT_25	3559.0	1056.0869565217392	c5
-15754.WT_25	1597.0833333333333	1178.9166666666667	c2
-15753.WT_25	1714.3076923076924	1176.4615384615386	c2
-15749.WT_25	3050.3882352941177	1091.3058823529411	c19
-15748.WT_25	3059.732394366197	1090.2042253521126	c19
-15747.WT_25	3090.705882352941	1084.764705882353	c19
-15746.WT_25	3119.3488372093025	1087.4418604651162	c19
-15745.WT_25	3127.819209039548	1084.8474576271187	c19
-15744.WT_25	3667.203703703704	1048.611111111111	c8
-15743.WT_25	3840.6339869281046	1040.875816993464	c8
-15742.WT_25	3848.522727272728	1041.4318181818182	c8
-15738.WT_25	4296.964285714285	1009.3214285714286	c4
-15737.WT_25	4360.740740740741	1005.2962962962964	c9
-15735.WT_25	4470.567567567568	997.3108108108108	c5
-15734.WT_25	4479.269230769231	997.0769230769232	c9
-15733.WT_25	4767.3	982.7125	c5
-15732.WT_25	4776.573770491803	979.8032786885246	c8
-15729.WT_25	5104.4453125	960.765625	c5
-15728.WT_25	5113.372881355932	962.3728813559322	c5
-15642.WT_25	4776.28	973.24	c8
-15619.WT_25	3840.8275862068967	1030.448275862069	c23
-15606.WT_25	4766.055555555556	972.5555555555557	c8
-15595.WT_25	3054.777777777778	1078.0	c19
-15585.WT_25	4460.194029850746	989.3731343283582	c5
-15578.WT_25	3126.180555555556	1074.638888888889	c19
-15577.WT_25	4223.5625	1000.875	c8
-15551.WT_25	1702.2727272727273	1155.8181818181818	c8
-15549.WT_25	2104.2380952380954	1130.904761904762	c23
-15543.WT_25	3049.153846153846	1072.7692307692307	c19
-15540.WT_25	3664.6153846153848	1041.5384615384614	c8
-15539.WT_25	3674.75	1034.5	c8
-15536.WT_25	3975.8333333333335	1017.2777777777778	c4
-15535.WT_25	3982.620689655173	1014.0	c4
-15530.WT_25	4470.657303370786	987.7865168539324	c5
-15529.WT_25	4479.345454545454	987.1636363636364	c8
-15528.WT_25	4754.75	966.0833333333334	c5
-15527.WT_25	4830.896551724138	961.6206896551724	c5
-15524.WT_25	5076.193103448276	950.1379310344828	c8
-15523.WT_25	5088.183006535948	949.6535947712418	c8
-15522.WT_25	5100.469387755102	949.6836734693876	c8
-15419.WT_25	4217.272727272727	995.0909090909092	c5
-15415.WT_25	2100.428571428572	1127.142857142857	c8
-15411.WT_25	2414.2	1106.9	c19
-15401.WT_25	3045.75	1067.3333333333333	c19
-15398.WT_25	3727.7	1025.0	c0
-15386.WT_25	4834.892857142857	955.6071428571428	c5
-15383.WT_25	2932.75	1069.75	c19
-15380.WT_25	3408.833333333333	1040.3333333333333	c35
-15376.WT_25	3983.1388888888887	1008.5833333333334	c4
-15371.WT_25	3532.3888888888887	1035.3333333333333	c19
-15362.WT_25	4478.033333333334	975.3	c8
-15361.WT_25	4754.105263157895	959.5526315789474	c5
-15356.WT_25	3536.8571428571427	1031.7142857142858	c8
-15351.WT_25	2128.9310344827586	1121.5862068965516	c7
-15344.WT_25	3676.636363636364	1025.090909090909	c7
-15343.WT_25	4471.559633027523	974.97247706422	c8
-15327.WT_25	1678.3921568627452	1145.7254901960785	c5
-15326.WT_25	1683.2173913043478	1146.0434782608695	c5
-15324.WT_25	2124.0	1117.3076923076924	c32
-15317.WT_25	3881.714285714286	1006.5714285714286	c8
-15316.WT_25	3977.272727272728	1002.181818181818	c4
-15307.WT_25	5063.971428571429	933.2857142857144	c8
-15175.WT_25	3475.6666666666665	1025.6666666666667	c19
-15170.WT_25	1607.6470588235295	1143.764705882353	c2
-15158.WT_25	4741.363636363636	946.5909090909092	c5
-15154.WT_25	1696.8	1136.5333333333333	c8
-15150.WT_25	4668.133333333333	949.7333333333332	c2
-15141.WT_25	1636.923076923077	1138.7692307692307	c12
-15137.WT_25	4818.6	941.1666666666666	c5
-15134.WT_25	757.21875	1193.28125	c0
-15133.WT_25	1676.2592592592594	1138.111111111111	c5
-15130.WT_25	5019.1	927.8	c1
-15129.WT_25	5037.65	926.05	c2
-15128.WT_25	2176.4615384615386	1103.8846153846157	c0
-15107.WT_25	1207.4761904761904	1161.7619047619048	c12
-15103.WT_25	1428.923076923077	1147.8461538461538	c23
-15101.WT_25	2159.0602409638554	1104.0481927710844	c8
-15100.WT_25	2180.0	1106.5384615384614	c29
-15096.WT_25	3042.25	1047.65	c19
-15090.WT_25	3734.8	1002.7	c23
-15089.WT_25	3738.8888888888887	1002.8888888888888	c8
-15088.WT_25	3877.7894736842095	999.0526315789474	c8
-15087.WT_25	3894.315789473684	992.7894736842104	c8
-15086.WT_25	4030.363636363637	985.3636363636364	c4
-15085.WT_25	4033.857142857143	985.0357142857144	c23
-15082.WT_25	4130.333333333333	979.6	c7
-15073.WT_25	5409.92	897.88	c15
-15072.WT_25	5421.814569536424	901.6092715231788	c33
-14925.WT_25	4831.428571428572	926.9285714285714	c5
-14908.WT_25	2295.6153846153848	1082.2307692307693	c29
-14903.WT_25	543.7647058823529	1192.8235294117646	c26
-14898.WT_25	4083.294117647059	970.0	c4
-14883.WT_25	4383.2	948.9	c13
-14873.WT_25	1233.4864864864865	1146.8108108108108	c5
-14872.WT_25	1242.8235294117646	1147.470588235294	c5
-14869.WT_25	1609.8333333333333	1122.2	c2
-14868.WT_25	1619.7887323943662	1121.338028169014	c2
-14865.WT_25	2036.0	1094.7777777777778	c0
-14863.WT_25	2197.681818181818	1086.5454545454545	c0
-14859.WT_25	2866.106382978724	1043.8085106382978	c19
-14856.WT_25	3784.477272727273	988.056818181818	c8
-14855.WT_25	3795.184210526316	987.2368421052632	c23
-14854.WT_25	3805.21875	985.03125	c13
-14853.WT_25	3890.652173913044	986.0434782608696	c5
-14852.WT_25	3903.818181818182	977.6136363636364	c8
-14851.WT_25	3913.03125	978.4375	c8
-14850.WT_25	3972.941176470588	973.2941176470588	c4
-14849.WT_25	3985.038095238095	975.047619047619	c4
-14848.WT_25	3995.481481481481	974.1975308641976	c4
-14847.WT_25	4090.042253521127	969.5774647887324	c4
-14846.WT_25	4132.107142857143	967.6964285714286	c23
-14840.WT_25	5124.583333333333	901.5833333333334	c10
-14728.WT_25	2030.9473684210527	1089.6315789473683	c5
-14725.WT_25	4093.848484848485	962.0	c4
-14720.WT_25	850.625	1164.0	c6
-14718.WT_25	1482.7916666666667	1124.5833333333333	c7
-14713.WT_25	3913.382978723405	972.5744680851064	c8
-14712.WT_25	4068.0	960.5714285714286	c23
-14703.WT_25	1471.0	1125.551724137931	c2
-14696.WT_25	1608.3243243243244	1116.7027027027027	c2
-14684.WT_25	4536.5	932.5	c8
-14679.WT_25	4724.875	919.0	c5
-14674.WT_25	1307.7	1133.7	c2
-14673.WT_25	1619.2577319587629	1114.7731958762886	c2
-14667.WT_25	3973.793103448276	967.1724137931036	c4
-14666.WT_25	3996.031007751938	964.3565891472869	c4
-14665.WT_25	4100.888888888889	956.8148148148148	c4
-14662.WT_25	4752.25	916.65	c5
-14653.WT_25	530.5280898876405	1181.2921348314608	c26
-14651.WT_25	1300.904761904762	1129.2380952380952	c8
-14650.WT_25	3795.648148148148	976.6728395061727	c8
-14649.WT_25	3983.187919463088	965.4295302013422	c4
-14647.WT_25	437.2692307692308	1182.5	c27
-14644.WT_25	715.5135135135135	1167.6756756756756	c17
-14643.WT_25	842.76	1158.16	c17
-14639.WT_25	1239.1052631578948	1138.1052631578948	c5
-14636.WT_25	1528.8085106382978	1115.4893617021276	c8
-14635.WT_25	1534.6857142857143	1113.142857142857	c5
-14631.WT_25	2007.3529411764705	1082.3529411764705	c32
-14630.WT_25	2022.9512195121952	1084.5121951219512	c32
-14627.WT_25	2197.05	1079.3	c32
-14623.WT_25	2698.5238095238096	1039.904761904762	c35
-14622.WT_25	2703.323529411765	1043.529411764706	c35
-14621.WT_25	2856.3098591549297	1035.06338028169	c19
-14620.WT_25	2865.9824561403507	1034.4473684210527	c19
-14618.WT_25	2986.266666666667	1020.6	c19
